,rows__row__sentence_good,rows__row__sentence_bad,log(P(S1)),log(P(S2)),log(P(S1)) > log(P(S2)),Confidence,Ppl(S1),Ppl(S2)
28,Galileo had talked to Stephanie.,This car had talked to Stephanie.,-55.17330551147461,-54.19843339920044,0.0,0.9748721122741699,2648.902778401871,2304.5330250636753
29,Mitchell criticized Amy.,Some art gallery criticized Amy.,-40.9555721282959,-55.73452949523926,1.0,14.77895736694336,3608.7416806933825,10819.315081120687
30,Clyde couldn't forget Phillip.,That sketch couldn't forget Phillip.,-51.2141227722168,-57.93564510345459,1.0,6.721522331237793,602.9084412811291,3930.49530632206
31,Most companies have remembered Jesus.,These chairs have remembered Jesus.,-49.020795822143555,-50.26476860046387,1.0,1.2439727783203125,3533.8126469322856,4347.957325326602
32,Tina hasn't respected Florence.,Art hasn't respected Florence.,-55.29127550125122,-56.67283630371094,1.0,1.3815608024597168,2693.9226457712484,12650.761845528179
33,Phillip can talk to those waitresses.,This pasta can talk to those waitresses.,-57.80911445617676,-73.04586410522461,1.0,15.236749649047852,615.9925932862012,3348.296951283685
34,Matt discovered a lot of spotlights.,Every ladder discovered a lot of spotlights.,-45.18659973144531,-63.655295848846436,1.0,18.468696117401123,283.8156666762097,1179.4584245656717
35,Gina talks to Joseph.,Fish talks to Joseph.,-36.998711585998535,-37.91039228439331,1.0,0.9116806983947754,476.4924751263872,1962.7041247884106
36,Kendra hasn't attacked some guys.,That window hasn't attacked some guys.,-56.19703674316406,-61.742427825927734,1.0,5.545391082763672,1123.9781523969962,2248.0163367865234
37,Ella discovered Matt.,This association discovered Matt.,-46.863508224487305,-48.87479305267334,1.0,2.011284828186035,11762.851245301745,17587.76221596241
38,Valerie isn't passing high schools.,A public park isn't passing high schools.,-55.37763214111328,-60.03251123428345,1.0,4.654879093170166,1014.5536262369887,788.615618052725
39,Carrie isn't listening to Jodi.,That movie theater isn't listening to Jodi.,-45.78870248794556,-58.39043617248535,1.0,12.601733684539795,162.0060385879159,343.4507132051105
40,Russell hasn't escaped from some museum.,That picture hasn't escaped from some museum.,-60.47287845611572,-52.09251165390015,0.0,8.380366802215576,828.1619419660606,326.3782061325103
41,This customer was arguing about Karen.,A report was arguing about Karen.,-54.956231117248535,-59.509779930114746,1.0,4.553548812866211,2568.019246711031,4921.640224412325
42,Roger will watch that guest.,Some beef will watch that guest.,-50.14237403869629,-66.9003095626831,1.0,16.757935523986816,4260.161459271889,14145.99862483014
43,Becky tours a lot of banks.,This rug tours a lot of banks.,-53.955101013183594,-62.545745849609375,1.0,8.590644836425781,849.2788916429005,2485.4729222814453
44,Chad isn't observing that cashier.,This casserole isn't observing that cashier.,-59.51721954345703,-75.23350715637207,1.0,15.716287612915039,1702.1585211072957,1850.7582808551597
45,The girls weren't skated around a museum.,All snakes weren't skated around a museum.,-61.44299507141113,-80.57905197143555,1.0,19.136056900024414,466.05306784664833,3158.666415656876
46,Brad hasn't returned to most pedestrians.,This dish hasn't returned to most pedestrians.,-61.514705657958984,-67.4863829612732,1.0,5.971677303314209,2184.9281140602143,1805.308906928807
47,Stacey toured the hill.,Some rice toured the hill.,-53.54758071899414,-55.954856872558594,1.0,2.407276153564453,7514.552752913534,11223.998394715225
48,Jodi boycotted the closets.,Every committee boycotted the closets.,-50.810779094696045,-62.89433670043945,1.0,12.083557605743408,1420.384271635379,7981.688367341867
49,Laura doesn't bring some boxes.,The painting doesn't bring some boxes.,-49.35661697387695,-56.650856018066406,1.0,7.294239044189453,1153.9490346166447,1189.5816887617898
50,Every lady lifts this gate.,This report lifts this gate.,-52.18524742126465,-53.32610321044922,1.0,1.1408557891845703,5988.170608561901,7242.225795194222
51,Tanya admires Melanie.,Music admires Melanie.,-43.22728729248047,-44.384474754333496,1.0,1.1571874618530273,1345.536210466344,7164.510006736082
52,Erin wouldn't drive to the hill.,The coat wouldn't drive to the hill.,-56.26383590698242,-60.20166206359863,1.0,3.937826156616211,518.8097901366997,803.5774430084779
53,Heidi hadn't concealed all socks.,The movie theater hadn't concealed all socks.,-63.91520690917969,-69.89795064926147,1.0,5.982743740081787,2949.5292597878056,2360.052069276577
54,Natalie complains about Caroline.,A rabbit complains about Caroline.,-46.89121675491333,-52.62615966796875,1.0,5.73494291305542,811.3870987854083,6444.785359003153
55,Elaine might flee from Ronald.,That university might flee from Ronald.,-56.34736442565918,-62.20791244506836,1.0,5.86054801940918,3132.6152862961635,7236.150427110351
56,Some associations are admiring Alexander.,The dishes are admiring Alexander.,-60.50930881500244,-58.064292907714844,0.0,2.4450159072875977,5677.049789785105,4003.3988300457568
57,Paula admired Kenneth.,Some river admired Kenneth.,-48.431596755981445,-56.430888175964355,1.0,7.99929141998291,16095.891807829286,79712.17673213933
58,Brenda dropped by a river.,This book dropped by a river.,-51.40721130371094,-42.75739049911499,0.0,8.649820804595947,617.6373129699448,449.52822446023856
59,A senator drops by every lake.,The muffin drops by every lake.,-59.072279930114746,-59.29336929321289,1.0,0.22108936309814453,4623.453117281184,1655.190127126049
60,Carla can't watch Sara.,The tomato can't watch Sara.,-51.94280767440796,-61.46348285675049,1.0,9.52067518234253,1669.7030852562818,6506.113491205331
61,Pamela reveals Dana.,That carriage reveals Dana.,-46.60247325897217,-57.555298805236816,1.0,10.952825546264648,2361.5627864110784,99813.60354208304
62,Steven hasn't talked about Sara.,That window hasn't talked about Sara.,-45.66543436050415,-60.70644760131836,1.0,15.041013240814209,681.0484711661497,1974.9649891487286
63,Every library isn't praising Alexander.,The tomato isn't praising Alexander.,-60.8702449798584,-58.969380378723145,0.0,1.900864601135254,5977.44969060947,4555.985750646506
64,Tamara hates Julia.,This ice hates Julia.,-37.577223777770996,-52.8521728515625,1.0,15.274949073791504,1836.1839477244196,38965.60334008855
65,Alan messed up some college campus.,A gate messed up some college campus.,-54.23059701919556,-57.957916259765625,1.0,3.7273192405700684,2315.146264188326,1400.7170071585097
66,Paul fires Russell.,This truck fires Russell.,-37.25045394897461,-49.55208778381348,1.0,12.301633834838867,11076.859563657119,20139.081445419033
67,Beverly wasn't examining books.,The bike wasn't examining books.,-52.91525650024414,-53.53036403656006,1.0,0.615107536315918,745.7624087386532,2094.761246475497
68,Dawn hadn't forgotten Diana.,Some government hadn't forgotten Diana.,-45.9009804725647,-57.593013763427734,1.0,11.692033290863037,704.3553058503471,3742.740569949068
69,Ella has forgotten Michael.,Spain has forgotten Michael.,-50.35406684875488,-44.78140354156494,0.0,5.572663307189941,4413.152098973775,7756.455228126641
70,Alice fires Ruth.,Some plate fires Ruth.,-38.74576950073242,-60.56596279144287,1.0,21.82019329071045,16097.872110420712,182260.55411470338
71,A lot of actors bought mountains.,All horses bought mountains.,-53.537230014801025,-51.89701557159424,0.0,1.640214443206787,2096.816909483126,32189.742159969388
72,Amelia questioned Valerie.,The lake questioned Valerie.,-51.87906742095947,-50.82681179046631,0.0,1.052255630493164,32074.400033372232,25987.27718223297
73,Pamela hadn't attacked a lot of cashiers.,This coat hadn't attacked a lot of cashiers.,-65.16200065612793,-74.9052734375,1.0,9.74327278137207,228.1872859438275,906.4812196041119
74,Leslie hadn't fixed this cart.,That sweater hadn't fixed this cart.,-59.04249572753906,-69.68618774414062,1.0,10.643692016601562,1604.0901112666304,6067.934026326922
75,Douglas hadn't argued about Samuel.,The carriage hadn't argued about Samuel.,-61.49586868286133,-64.75801849365234,1.0,3.2621498107910156,2179.7894866373244,3277.225016401389
76,Kenneth isn't cleaning a jacket.,Spinach isn't cleaning a jacket.,-57.06507110595703,-61.728851318359375,1.0,4.663780212402344,1252.7969469402556,2244.2045457756826
77,Florence hadn't fled from banks.,Every university hadn't fled from banks.,-57.47032928466797,-64.27337646484375,1.0,6.803047180175781,1317.8951513673799,3084.5839287081612
78,Jill cleaned all ladders.,The door cleaned all ladders.,-51.85731840133667,-57.20473384857178,1.0,5.347415447235107,1649.4354272638614,3540.7889039060365
79,Some cashier isn't complaining about these ladies.,The sketch isn't complaining about these ladies.,-63.84508466720581,-62.81369590759277,0.0,1.031388759613037,1204.5945260047686,1074.165698996384
80,Deborah drove to some college campuses.,Some commentary drove to some college campuses.,-48.48635482788086,-62.90779113769531,1.0,14.421436309814453,428.71585356818986,2600.538693124202
81,Theresa visits Patricia.,The nose visits Patricia.,-44.90859508514404,-50.26353359222412,1.0,5.354938507080078,7956.2973774066595,23218.547940744156
82,Carl cleans this dress.,Bread cleans this dress.,-47.19456195831299,-51.54173469543457,1.0,4.347172737121582,12568.040365051524,5379.1686538332615
83,Melanie won't notice Carol.,This ice cream won't notice Carol.,-51.28808641433716,-64.01863861083984,1.0,12.730552196502686,1520.614012345077,2987.911198265186
84,Russell was running around that school.,The sweater was running around that school.,-43.604244232177734,-52.89567947387695,1.0,9.291435241699219,232.8816836318056,743.9396636014284
85,Candice can't kiss these people.,Some high school can't kiss these people.,-57.21222639083862,-59.28259992599487,1.0,2.07037353515625,576.4646637760817,725.568544856519
86,Matt was going to restaurants.,The cucumber was going to restaurants.,-39.54811763763428,-50.46399545669556,1.0,10.91587781906128,728.7661798441229,1351.7322649363477
87,Every guest isn't leaving Eva.,Art isn't leaving Eva.,-54.26530408859253,-54.20891761779785,0.0,0.056386470794677734,2326.6536170861723,8390.199713784361
88,Dawn can't go to a mall.,Some window can't go to a mall.,-53.458717346191406,-57.461843490600586,1.0,4.00312614440918,379.880786175923,592.6768305886774
89,Tonya hadn't healed most horses.,This dish hadn't healed most horses.,-65.31071472167969,-69.77721405029297,1.0,4.466499328613281,3511.643147848789,6137.371016783698
90,Kimberley bikes to the Great Lakes.,Every newspaper article bikes to the Great Lakes.,-53.90353488922119,-66.44021415710449,1.0,12.5366792678833,399.1277952110659,1607.195506203289
91,Wayne was attacking Cindy.,Every plane was attacking Cindy.,-45.935906410217285,-55.982500076293945,1.0,10.04659366607666,2113.254386887219,11275.828912222416
92,Emily hadn't questioned that actor.,Some pepper hadn't questioned that actor.,-57.10947132110596,-71.38748168945312,1.0,14.278010368347168,3492.9289468442853,7505.829101484539
93,Deborah can't run around the Great Lakes.,A newspaper article can't run around the Great Lakes.,-67.13075160980225,-71.6345763206482,1.0,4.503824710845947,823.0979101530917,673.3290975688468
94,Aaron messed up these glasses.,That government messed up these glasses.,-47.15269374847412,-54.49232530593872,1.0,7.3396315574646,2588.3665793883315,2403.347655410141
95,Lawrence fled from Brad.,Literature fled from Brad.,-51.921186447143555,-51.90772247314453,0.0,0.013463973999023438,5730.345327796209,5717.500874551643
96,These dancers should investigate Caroline.,Glaciers should investigate Caroline.,-53.478721618652344,-54.58116912841797,1.0,1.102447509765625,7428.804847365888,2434.045277545052
97,Mitchell can't complain about Peter.,This window can't complain about Peter.,-47.717018127441406,-58.236759185791016,1.0,10.51974105834961,389.4078554423482,1450.4003463312463
98,Every doctor wasn't describing a river.,This story wasn't describing a river.,-55.50444030761719,-49.749717712402344,0.0,5.754722595214844,1030.763468759239,502.0575296642235
99,Sally concealed Kirsten.,This beef concealed Kirsten.,-53.357465744018555,-55.481557846069336,1.0,2.1240921020507812,7280.180663782334,10372.634381495505
